SAMPLE	TYPE	HV_UPPERPLATTE	SR_BIGHORNS	VMV	GM	SM	SR	SFLR	BBF	BH	HV	SEP	NEP	WB	BenCollDate	MeanDailyMinTemp_LOG	MeanDailyMaxTemp_LOG	MeanAnnPrecip_LOG	pH_LOG	temp_LOG	CHL_LOG	SO4_LOG	EC_LOG	NITRATE_LOG	TP_LOG	TSS_LOG	TURB_LOG	DO_LOG	OPEN_WATER	ICE_SNOW	D_OPEN	D_LOW	D_MEDIUM	D_HIGH	D_ALL	BARREN	D_FOREST	E_FOREST	MIX_FOREST	SHRUB_SCRUB	GRASS	PAS_HAY	CUL_CROP	D_CULCROP	W_WETLAND	H_WETLAND	G_CH_MAJ	G_NU_MAJ	UGN	ALK_LOG	MRC	MRE	MRW	NGP	WHP	LAT	LONG	ELV_LOG	W_LOG
939	V	1	0	0	0	0	0	0	0	0	1	0	0	0	10/5/1999	2.445604203	3.043362278	4.42884723	0.936513742	1.089905111	0.77815125	1.041392685	2.139879086	0.041392685	0.041392685	0.477121255	0.222716471	0.974971994	0.788068583	0.033258914	0.081278476	0	0	0	0.081278476	0.271296245	0.589024901	1.322955205	0.091720659	1.740945596	1.098373021	0.57464539	0	0.081278476	0.383483557	0.247078405	1	1	0	1.84509804	0	0	0	0	0	42.79520833	-109.7883278	3.846955325	2.151063272
1035	V	0	1	0	0	0	1	0	0	0	0	0	0	0	9/8/2000	2.643452676	2.90579588	4.815504696	0.986771734	0.973127854	0.77815125	1.041392685	2.396199347	0.041392685	0.041392685	0.477121255	0.130333768	0.979548375	0	0	0	0	0	0	0	0	0.503837241	1.89900085	0.120648097	0	1.306192148	0	0	0	0	0	1	1	0	2.117271296	0	0	0	0	0	41.36424167	-106.1320444	3.95717613	0.623249295
1074	V	0	1	0	1	0	0	0	0	0	0	0	0	0	9/7/2000	2.793790385	2.974050903	4.689006791	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0.26941546	0.057063857	0.051244078	0	0.327407407	0	0.13612465	1.900185688	0	0.908312028	1.144358532	0	0	0.327407407	0	0	1	1	1	1.60205999	1	0	0	0	0	44.168775	-106.9152167	3.8876173	1.17318627
1109	V	0	0	0	0	0	0	0	0	0	0	1	0	0	10/18/2001	3.020361283	3.215901813	4.603155203	0.980911938	1.086359831	0.84509804	1.079181246	2.56937391	0.146128036	0.041392685	0.477121255	0.264817823	1.054613055	0.005117084	0	0.158593067	0.025143828	0	0	0.176198171	0.028579942	0	0.021467359	0	1.275828117	1.902828531	0.076791236	0.389730084	0.470344781	0.146038507	0.1756509	5	1	0	2.257678575	0	0	0	0	1	41.61605556	-104.609575	3.711469782	2.459392488
1277	V	0	1	0	0	0	1	0	0	0	0	0	0	0	9/25/2002	2.716003344	2.948901761	5.008408529	0.950364854	0.892094603	0.77815125	1.041392685	1.62324929	0.079181246	0.041392685	0.477121255	0.201397124	0.942504106	0	0	0.378650364	0	0	0	0.378650364	0.11215145	1.046596264	1.660270266	0	0	1.647814105	0	0	0.378650364	0	0	1	1	0	1.322219295	0	0	0	0	0	41.14222222	-107.0744444	3.94250411	0.278753601
1319	V	0	0	1	0	0	0	0	0	0	0	0	0	0	8/21/2002	2.693726949	3.006466042	4.706760442	0.963787827	1.245512668	0.77815125	1.041392685	2.120573931	0.041392685	0.041392685	0.477121255	0.220108088	0.975431809	0.002096824	0.062630116	0	0	0	0	0	1.167886475	0.036784484	1.394893951	0.186663126	1.492513886	1.511347311	0.005823953	0	0	0.018410617	0.029817246	2	1	0	1.707570176	0	0	1	0	0	44.11111111	-109.3533333	3.88184097	2.130655349
1357	V	0	0	0	0	0	0	0	0	0	0	0	0	1	10/14/2003	2.972665592	3.137037455	4.459995256	0.967547976	0.886490725	0.77815125	1.322219295	2.564666064	0.041392685	0.041392685	0.477121255	0.536558443	1.055378331	0	0	0	0	0	0	0	0.005207564	0.00279753	0.538372299	0	1.97726415	0.510062337	0.012540264	0	0	0.300642518	0.134691589	5	1	0	2.281033367	0	0	0	0	0	42.41241667	-106.7912722	3.79448805	1.901458321
1359	V	0	0	0	0	0	0	0	0	1	0	0	0	0	7/31/2003	3.010723865	3.16613397	4.774619141	9999	9999	9999	9999	9999	9999	9999	9999	9999	9999	0	0	0.089656913	0.023276337	0	0	0.108685169	0.014574282	0.266200386	1.857536069	0.144948981	1.149414284	1.175876911	0.080133761	0.021626944	0.125615891	0.007291345	0.015413263	5	3	0	2.303196057	0	1	0	0	0	44.49222222	-104.1086111	3.57054294	2.413299764
1505	V	0	1	0	0	0	0	0	1	0	0	0	0	0	9/15/2004	3.028571253	3.193958978	4.551193737	0.977266212	1.214843848	0.77815125	1.041392685	2.252853031	0.079181246	0.041392685	1.176091259	0.387389826	1.062581984	0.010939986	0	0	0	0	0	0	0	0.234083206	1.63465203	0	1.615209035	1.251936039	0.021611149	0	0	0	0	5	1	0	2.00432137	1	0	0	0	0	44.29972222	-107.5380556	3.68313713	1.59549624
1530	V	0	0	0	1	0	0	0	0	0	0	0	0	0	9/13/2004	2.62838893	2.921686475	4.864386471	0.940018155	1.041392685	0.77815125	1.041392685	1.505149978	0.041392685	0.041392685	0.698970004	0.367355921	0.983175072	0	0	0	0	0	0	0	0	0.973442812	1.93582743	0	0.805431996	0.124874903	0.040595054	0	0	0.17883433	0	1	1	0	1.04139269	0	0	1	0	0	42.61611111	-108.8788889	3.96284268	0.84509804
1535	V	1	0	0	0	0	0	0	0	0	1	0	0	0	10/18/2004	2.423245874	3.047274867	4.385051882	0.986323777	0.959041392	0.77815125	1.903089987	2.758911892	0.041392685	0.041392685	0.602059991	0.633468456	1.035429738	0.034975437	0.00178329	0	0	0	0	0	0.366247357	0.265784924	1.52791475	0.047073532	1.671824786	0.993481598	0.763568825	0	0	0.60607959	0.511442543	1	1	0	2.372912	0	0	0	0	0	42.509525	-110.1950389	3.84843546	2.14363924
1573	V	0	1	0	0	0	0	0	1	0	0	0	0	0	8/23/2005	2.977266212	3.179551791	4.540904815	0.972202838	1.217483944	0.77815125	1.886490725	2.536558443	0.195899652	0.021189299	0.77815125	0.72916479	9999	0	0	0	0	0	0	0	0.040256501	0	1.252866933	0	1.664624401	1.58733632	0	0	0	0.036889037	0.020729497	5	1	0	2.28103337	1	0	0	0	0	43.86277778	-107.2969444	3.68124124	1.58092496
1626	V	0	0	0	0	1	0	0	0	0	0	0	0	0	9/26/2005	2.759667845	3.01745073	4.791887054	0.986771734	1.164352856	0.77815125	1.380211242	2.495544338	0.041392685	0.041392685	0.477121255	0.434568904	1.018700499	0	0	0	0	0	0	0	0.12268626	0.222321253	1.744185669	0.101280147	1.544786107	1.020145091	0.034274607	0.00352254	0.00352254	0.158293796	0.07679271	5	1	0	2.28103337	0	0	1	0	0	42.37944444	-110.8552778	3.84260924	1.93951925
1683	V	0	0	0	0	0	0	0	0	0	0	0	0	1	8/3/2006	2.964730921	3.113274692	4.47829227	0.949390007	1.1430148	0.301029996	0.698970004	2.350248018	0.041392685	0.011147361	0.301029996	0.209515015	0.979092901	0	0	0	0	0	0	0	0	0.082469529	1.489638278	0.02697643	1.842745431	0.04318938	0.010134673	0	0	0.221274154	0.156883749	1	1	0	2.04532298	0	0	0	0	0	42.34374705	-107.2612127	3.81557775	0.984527313
1685	V	0	0	0	0	0	0	1	0	0	0	0	0	0	9/6/2006	2.613841822	2.987666265	4.791823934	0.897077003	1.068185862	0.301029996	0.84509804	1.857332496	0.012837225	0.004321374	0.799340549	0.627365857	0.907411361	0	0	0	0	0	0	0	0	0.648555366	1.934803032	0.093470464	0.351356094	0.995642305	0	0	0	0.31882029	0.007752234	1	1	0	1.54406804	0	0	0	0	0	41.04680162	-106.5988259	3.92634245	1.08278537
1716	V	0	0	0	0	1	0	0	0	0	0	0	0	0	9/18/2006	2.726727209	2.98811284	4.757570623	0.96425963	0.875061263	0.301029996	1.819543936	2.666517981	0.012837225	0.004321374	0.397940009	0.622214023	1.019946682	0.004382423	0	0	0	0	0	0	0	0.166765343	1.777735318	0	1.442423023	1.121740603	0	0	0	0.420867797	0.00507036	5	1	0	2.2121876	0	0	1	0	0	42.19281499	-110.7373291	3.88615218	1.80140371
1756	V	0	0	1	0	0	0	0	0	0	0	0	0	0	9/4/2007	2.700703717	3.056523724	4.68999218	9999	1.161368002	0.301029996	0.698970004	9999	0.004321374	0.036628895	1.26245109	9999	9999	0	0	0	0	0	0	0	0.77755025	0.111285272	1.759681632	0	1.478670398	1.004630951	0	0	0	0	0	2	1	0	1.67209786	0	0	1	0	0	44.47305556	-109.8963889	3.8162413	0.643452676
1762	V	0	0	0	0	0	0	0	0	1	0	0	0	0	9/18/2007	3.007320953	3.105169428	4.812084065	0.946943271	1.070776463	0.301029996	2.305351369	9999	0.007747778	0.015359755	0.755874856	9999	1.027349608	0	0	0	0	0	0	0	0	1.052000853	1.899171723	0	0.947993128	0.62580712	0	0	0	0	0.130429877	5	1	0	2.42975228	0	1	0	0	0	44.54416667	-104.4127778	3.68394713	0.556302501
1780	V	1	0	0	0	0	0	1	0	0	0	0	0	0	9/26/2007	2.787460475	3.078456818	4.657189756	0.95616843	1.056904851	0.301029996	0.77815125	2.018700499	0.004321374	0.012837225	0.477121255	0.004321374	0.989004616	0.231359031	0	0.059096362	0.002532963	0	0	0.061307894	0.017525734	0.715151526	1.934714742	0.061131385	0.576049783	0.820680776	0.005854012	0	0.061307894	0.318656242	0.092950594	1	1	0	1.71600334	0	0	0	0	0	41.1313157	-106.4256477	3.88309336	2.178976947
1817	V	0	0	0	0	0	0	0	0	0	0	0	1	0	8/14/2008	3.003460532	3.196176185	4.604150423	0.951823035	1.328379603	0.301029996	1.176091259	2.557867962	0.021189299	0.017033339	1.477121255	1.322219295	0.965671971	0	0	0	0	0	0	0	0.079353072	0.03051801	1.403140054	0	1.26899779	1.74080005	0.050455875	0.482637489	0.482637489	0.390815508	0.068688763	5	1	0	2.26481782	0	0	0	1	0	42.92694167	-104.226775	3.63144377	1.49136169
1894	V	0	0	0	0	1	0	0	0	0	0	0	0	0	10/7/2009	2.328379603	2.966141733	4.750083921	0.990782692	0.977723605	0.079181246	1	1.866877814	0.021189299	0.004321374	0.602059991	0.181843588	1.053078443	0.467259365	0.462009567	0	0	0	0	0	0.83797482	0.741222255	1.390017498	0.08663631	1.33761912	1.617396807	0.027957552	0	0	0.124589088	0.149065809	1	1	0	1.39794001	0	0	1	0	0	43.36611111	-109.9805556	3.89270664	2.20411998
1904	V	0	1	0	0	0	1	0	0	0	0	0	0	0	8/13/2009	2.632457292	2.92788341	4.904482922	0.91750551	1.068185862	0.301029996	0.204119983	1.677606953	0.021189299	0.005180513	0.477121255	0.367355921	0.954242509	0	0	0	0	0	0	0	0	0.440768964	1.936997632	0.282271961	0	1.1081967	0	0	0	0	0	2	1	0	1.39794001	0	0	0	0	0	41.343857	-106.4699854	3.94448267	0.462398
1914	V	0	0	0	0	0	0	1	0	0	0	0	0	0	9/16/2009	2.654176542	2.933487288	4.751456174	0.983175072	1.068185862	0.255272505	0.477121255	2.189490314	0.004321374	0.003891166	0.602059991	0.238046103	0.957128198	0.292201586	0.003136801	0.188961411	0.180318531	0	0	0.313822716	0.379511788	0.695043557	1.874210512	0.101698932	0.006251108	1.238006504	0.003761452	0	0.313822716	0.48202142	0.060443723	1	1	0	1.93449845	0	0	0	0	0	41.32916667	-106.1613889	3.93379088	1.38560627
1936	V	0	0	0	0	0	0	0	0	0	0	0	1	0	9/22/2009	2.964730921	3.175511813	4.634940539	0.953276337	1.209515015	1.079181246	3.037824751	3.303843775	0.05422991	0.003891166	0.602059991	0.597695186	1.062957834	0.16446075	0	0.240792932	0.102638106	0.062417743	0.008948672	0.339044721	0.269602869	0.03416471	1.065801404	0.00020713	1.480785275	1.75714259	0.128162031	0.204080962	0.444483702	0.088611085	0.074733489	5	2	0	2.18752072	0	0	0	1	0	44.76413	-104.502266	3.55022835	3.45220058
