SAMPLE	TYPE	Acari	Baetis	Brachycentrus_americanus	Capniidae	Chloroperlidae	Cinygmula	Cleptelmis	D_coloradensis_flavilinea	D_grandis_spinifera	Ephemerella	Heterlimnius	Hexatoma	Micrasema	Micropsectra	Nematoda	Orthocladius	Pericoma	R_brunnea	Simulium	Sphaeriidae	Taeniopterygidae	Turbellaria	Zapada_cinctipes	Ceratopogoninae	Dicranota	Diphetor	Dolophilodes	Doroneuria	Drunella_doddsi	Naididae	Oligophlebodes	Pagastia	Paraleptophlebia	Parapsyche	Prosimulium	R_betteni	Ameletus	Diamesa	Epeorus	Hydrobaenus	Tvetenia	Zapada_oregonensis	Chelifera	Cricotopus_Nostococladius	Rheotanytarsus	Stempellina	Acentrella	Atherix	Claassenia	Hesperoperla	Lepidostoma	Optioservus	Pteronarcys	R_coloradensis	Rhithrogena	Zaitzevia	Antocha	Eukiefferiella	Hydropsyche	Neothremma	Glossosoma	R_pellisa	Brillia	Megarcys	Polypedilum	Serratella	Arctopsyche	Clinocera	Pteronarcella	Skwala	Parorthocladius	R_hyalinata	Apatania	Narpus	Potthastia	Brachycentrus_occidentalis	Wiedemannia	Cladotanytarsus	Ochrotrichia	Agraylea	Hydroptila	Rheocricotopus	Corynoneura	Tanytarsus	Enchytraeidae	Neophylax	Heptagenia_Nixe	Agapetus	Helicopsyche	Isoperla	Microcylloepus	Physidae	Protoptila	Thienemannimyia	Tipula	Tricorythodes	Petrophila	Coenagrionidae	Dubiraphia	Microtendipes	Nectopsyche	Oecetis	Psychomyiidae	Parametriocnemus	Cheumatopsyche	Malenka	Dixidae	Gomphidae	Hyalella	Ancylidae	Dytiscidae	Gammarus	Hemerodromia	Thienemanniella	Cricotopus_bicinctus	Caenis	Stempellinella	Chaetocladius	Caudatella	Zapada_columbiana	Cricotopus_trifascia	Sublettea	Fallceon_quilleri	Pisidiidae	Cricotopus_Cricotopus
1651	C	8	3	2	0	21	0	0	0	9	3	16	0	2	7	0	71	0	0	2	0	0	0	3	5	0	0	0	1	2	4	0	7	1	0	0	0	0	0	0	0	9	3	0	11	65	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	10
1652	C	0	119	0	0	5	5	0	3	0	0	8	0	9	2	0	25	0	0	3	0	0	1	7	0	0	0	8	0	12	0	0	5	0	0	0	0	0	0	28	0	4	0	2	0	0	0	0	0	0	4	0	0	0	3	25	0	0	2	0	1	1	2	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1681	C	2	141	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	1	60	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
1682	C	3	18	0	0	3	1	0	0	0	0	4	0	43	24	0	22	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	31	0	0	0	0	1	0	0	0	84	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	0	19	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0
1683	V	1	72	0	0	0	0	1	0	0	0	0	0	1	5	0	0	0	1	75	0	0	0	9	0	1	3	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	17	0	0	0	4	8	1	35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	19	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1685	V	32	1	0	0	14	0	3	0	4	0	13	0	2	0	0	37	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0	0	46	0	0	0	0	0	1	2	56	0	0	1	18	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
1687	C	11	24	4	0	2	0	13	0	0	7	13	0	57	6	0	3	0	2	5	0	3	0	7	0	0	0	3	0	12	0	0	13	1	0	0	0	1	0	0	0	10	2	0	34	0	0	0	0	0	0	1	1	0	0	1	0	0	25	0	21	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0
1691	C	10	9	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	83	0	0	0	2	0	18	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
1693	C	4	0	0	0	0	0	0	0	0	0	41	0	0	0	64	1	0	0	0	0	0	0	1	28	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	11	0	0	0	0	0	11	9	4	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	93	0
1696	C	4	17	0	10	7	73	6	0	0	0	2	0	7	0	0	0	0	1	0	0	6	0	61	1	3	4	0	0	0	3	36	0	5	2	0	0	1	0	3	0	6	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1700	C	14	6	0	0	11	4	1	1	0	3	15	2	1	5	2	1	0	6	92	0	0	2	3	0	0	0	0	0	50	0	5	0	9	0	0	0	1	0	9	0	3	0	0	2	0	0	1	0	0	0	0	6	0	0	22	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1702	C	6	2	6	0	2	0	0	0	14	10	4	0	1	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0	4	0	6	2	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	25	0	0	49	0	0	2	0	0	102	0	0	0	0	0	5	5	3	1	0	1	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
1704	C	1	0	0	0	2	0	0	0	0	24	16	0	0	0	0	15	0	0	0	0	1	14	1	0	0	0	0	0	6	0	21	8	0	0	0	0	5	181	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1706	C	22	10	0	0	1	3	0	4	0	0	0	0	0	0	0	14	0	0	1	0	6	36	2	0	0	0	0	0	16	0	0	0	0	8	0	0	0	4	8	0	1	33	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	4	0	31	0	0	0	5	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0
1716	V	10	0	0	0	0	0	10	1	31	14	0	0	2	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	0	2	0	2	29	5	0	0	0	0	2	61	14	0	0	0	4	4	1	11	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0
1730	C	1	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	8	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	48	0	0	56	0	1	0	23	0	7	23	0	0	1	0	0	3	0	0	0	11	0	0	0	1	0	0	13	0	0	0	0	0	0	10	0	1
1741	C	21	1	0	31	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	31	0	0	0	0	0	43	0	0	0	0	0	1	0	0	0	0	1	18	26	0	0	0	43	0	1	4	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	4	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1744	C	2	0	0	7	3	0	0	0	2	3	0	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	39	0	0	2	11	0	0	41	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	47	0	0	4	8	4	0	28	10	0	0	0	0	7	1	0	33	0	0	1	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
1756	V	5	18	13	1	5	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	24	0	1	0	0	0	3	0	1	0	0	7	0	4	1	0	6	0	0	4	0	139	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
1762	V	3	164	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	33	2	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
1773	C	5	24	0	0	2	0	0	0	0	0	0	0	1	0	0	11	0	0	4	2	0	0	0	1	0	3	0	0	0	0	0	2	4	0	0	0	0	0	3	0	0	0	0	99	0	0	0	0	0	2	4	1	0	0	0	20	10	4	22	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	16	3	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
1780	V	3	7	11	0	2	0	0	0	2	16	0	0	1	0	0	3	0	0	0	29	0	2	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	20	0	1	0	0	0	2	0	0	0	0	0	18	12	3	0	4	22	0	0	16	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	2	0	0	0	1	2	0	0	1	0	0	5	0	20	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
1817	V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	65	0	0	1	0	11	40	0	1	0	0	0	0	0	103	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	0	19
1825	C	4	21	0	1	0	0	0	0	6	34	0	0	5	0	0	2	0	0	8	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	6	0	0	26	5	0	7	7	0	0	3	49	2	0	0	14	5	6	17	0	15	0	0	0	1	0	1	0	2	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	21	0	0	0	1	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1827	C	3	19	0	0	11	0	3	0	1	4	3	0	5	0	1	0	0	6	15	0	0	0	25	0	0	0	0	0	9	0	0	3	7	0	0	0	1	0	0	0	31	0	0	30	0	0	0	0	0	1	1	41	0	0	28	17	0	2	13	0	2	0	0	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1866	C	20	139	3	0	16	0	0	0	0	11	3	0	4	0	1	1	0	1	3	0	0	1	4	2	0	0	0	0	20	2	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	6	0	34	0	0	5	0	13	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1887	C	1	21	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	28	0	19	174	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	5	0	0	0	0	0	4	0	0	0	2	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1888	C	9	28	1	0	2	0	0	0	0	4	0	0	0	0	0	12	0	0	11	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	17	0	1	0	7	2	0	0	26	0	1	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	5	0	0	0	3
1889	C	12	33	1	0	32	0	0	0	8	13	0	0	0	6	2	4	0	0	75	0	0	0	15	0	0	0	0	0	3	1	0	3	0	0	0	0	2	0	0	0	4	2	1	0	0	0	4	1	0	1	0	27	0	0	23	0	1	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1893	C	7	24	4	0	4	2	1	0	0	0	0	0	23	0	1	8	0	1	0	0	0	0	0	6	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	1	0	32	0	0	4	30	2	7	85	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	11	0	0	5	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1894	V	4	17	0	0	21	0	0	0	0	10	0	1	0	4	0	5	0	0	0	2	0	0	0	0	1	0	0	0	6	0	0	4	18	0	0	0	0	1	1	0	8	0	2	0	4	0	0	6	0	5	1	25	2	0	122	0	0	10	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1896	C	9	45	0	0	0	0	0	0	7	34	0	0	31	0	2	0	0	11	30	1	1	0	2	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	48	0	0	0	0	0	1	0	8	0	0	36	0	1	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1897	C	0	31	1	0	1	0	2	0	0	0	0	0	5	0	0	1	0	4	5	18	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	17	0	6	0	0	65	5	0	0	0	0	0	4	43	0	0	0	6	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	56	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1904	V	7	18	0	0	21	16	0	0	0	0	18	0	7	4	0	6	0	6	0	0	0	0	8	1	0	0	0	0	6	0	0	6	0	0	0	0	0	0	2	0	32	2	0	8	0	0	0	0	0	4	1	0	0	0	1	0	0	2	0	0	7	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	87	1	0	0	0	0	0	0	0
1910	C	5	38	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	23	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	25	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	65	0	0	0	0	2	6	2	2	3	0	1	0	2	12	0	0	0	1	0	0	1	4	3	0	0	0	0	0	0	0	0	9	0	0
1911	C	15	5	0	0	0	0	26	0	0	1	0	0	0	2	0	3	0	1	0	0	0	0	0	1	3	0	0	0	0	6	0	2	3	0	0	0	0	0	0	0	87	0	0	2	10	0	0	0	0	0	0	10	1	0	0	2	0	12	82	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1914	V	7	122	1	0	1	0	1	0	0	5	2	0	30	21	1	1	0	10	3	1	6	0	39	0	0	0	0	0	6	0	1	2	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	3	0	0	0	0	2	0	0	8	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1917	C	8	1	0	0	7	0	2	0	3	21	0	0	20	1	0	4	0	0	0	0	0	0	9	0	2	6	0	0	2	0	0	0	0	0	0	0	1	0	0	0	9	0	0	23	0	0	0	0	0	0	5	14	4	0	15	24	0	26	77	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1919	C	10	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	31	91	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	15	0	0	6	0	0	12	4	0	0	0	1	0	1	52	0	0	0	0	0	0	0	5	12	0	1	0	0	0	0	0	0	4	0	0
1929	C	6	25	0	0	0	14	0	0	0	35	0	0	0	0	0	0	0	1	0	0	1	0	14	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	4	0	50	23	0	0	0	0	2	2	0	1	0	0	0	0	38	0	0	0	0	0	14	0	0	0	0	0	52	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1932	C	4	81	0	0	3	0	0	0	7	43	0	0	0	0	0	24	0	0	2	0	0	0	6	0	0	0	0	0	4	0	0	3	0	0	0	0	1	8	1	2	10	0	0	0	0	0	7	1	0	0	0	0	0	0	16	0	0	4	0	0	0	0	1	0	0	6	37	0	13	1	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1933	C	1	62	0	8	7	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	30	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	44	0	0	0	7	1	8	52	0	53	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1936	V	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	29	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	21	0	1	0	16	4	1	28	0	0	3	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
